Datetime,PJME_MW
2018-01-01 00:00:00,39928.0
2018-01-01 01:00:00,38925.0
2018-01-01 02:00:00,38298.0
2018-01-01 03:00:00,37808.0
2018-01-01 04:00:00,37742.0
2018-01-01 05:00:00,38049.0
2018-01-01 06:00:00,38821.0
2018-01-01 07:00:00,39762.0
2018-01-01 08:00:00,40154.0
2018-01-01 09:00:00,40309.0
2018-01-01 10:00:00,39884.0
2018-01-01 11:00:00,39544.0
2018-01-01 12:00:00,39270.0
2018-01-01 13:00:00,38987.0
2018-01-01 14:00:00,38726.0
2018-01-01 15:00:00,38737.0
2018-01-01 16:00:00,39337.0
2018-01-01 17:00:00,41213.0
2018-01-01 18:00:00,44147.0
2018-01-01 19:00:00,44343.0
2018-01-01 20:00:00,44284.0
2018-01-01 21:00:00,43751.0
2018-01-01 22:00:00,42402.0
2018-01-01 23:00:00,40164.0
2018-01-02 00:00:00,38608.0
2018-01-02 01:00:00,37679.0
2018-01-02 02:00:00,37160.0
2018-01-02 03:00:00,37063.0
2018-01-02 04:00:00,37401.0
2018-01-02 05:00:00,38255.0
2018-01-02 06:00:00,40408.0
2018-01-02 07:00:00,43508.0
2018-01-02 08:00:00,45012.0
2018-01-02 09:00:00,44491.0
2018-01-02 10:00:00,43736.0
2018-01-02 11:00:00,42747.0
2018-01-02 12:00:00,41745.0
2018-01-02 13:00:00,40849.0
2018-01-02 14:00:00,40240.0
2018-01-02 15:00:00,39817.0
2018-01-02 16:00:00,40291.0
2018-01-02 17:00:00,42219.0
2018-01-02 18:00:00,45537.0
2018-01-02 19:00:00,46050.0
2018-01-02 20:00:00,45787.0
2018-01-02 21:00:00,45209.0
2018-01-02 22:00:00,43663.0
2018-01-02 23:00:00,41581.0
2018-01-03 00:00:00,39451.0
2018-01-03 01:00:00,38011.0
2018-01-03 02:00:00,37534.0
2018-01-03 03:00:00,37485.0
2018-01-03 04:00:00,37864.0
2018-01-03 05:00:00,38960.0
2018-01-03 06:00:00,41303.0
2018-01-03 07:00:00,44802.0
2018-01-03 08:00:00,46432.0
2018-01-03 09:00:00,45542.0
2018-01-03 10:00:00,43472.0
2018-01-03 11:00:00,41762.0
2018-01-03 12:00:00,40644.0
2018-01-03 13:00:00,39561.0
2018-01-03 14:00:00,38709.0
2018-01-03 15:00:00,38092.0
2018-01-03 16:00:00,38594.0
2018-01-03 17:00:00,40576.0
2018-01-03 18:00:00,43373.0
2018-01-03 19:00:00,43683.0
2018-01-03 20:00:00,43308.0
2018-01-03 21:00:00,42440.0
2018-01-03 22:00:00,40661.0
2018-01-03 23:00:00,38207.0
2018-01-04 00:00:00,36088.0
2018-01-04 01:00:00,34494.0
2018-01-04 02:00:00,33875.0
2018-01-04 03:00:00,33689.0
2018-01-04 04:00:00,34014.0
2018-01-04 05:00:00,34950.0
2018-01-04 06:00:00,36900.0
2018-01-04 07:00:00,39460.0
2018-01-04 08:00:00,41243.0
2018-01-04 09:00:00,42221.0
2018-01-04 10:00:00,43053.0
2018-01-04 11:00:00,43789.0
2018-01-04 12:00:00,44047.0
2018-01-04 13:00:00,43714.0
2018-01-04 14:00:00,43595.0
2018-01-04 15:00:00,43123.0
2018-01-04 16:00:00,42912.0
2018-01-04 17:00:00,43831.0
2018-01-04 18:00:00,46456.0
2018-01-04 19:00:00,46484.0
2018-01-04 20:00:00,45896.0
2018-01-04 21:00:00,45377.0
2018-01-04 22:00:00,44092.0
2018-01-04 23:00:00,42257.0
2018-01-05 00:00:00,40624.0
2018-01-05 01:00:00,39667.0
2018-01-05 02:00:00,39270.0
2018-01-05 03:00:00,39249.0
2018-01-05 04:00:00,39548.0
2018-01-05 05:00:00,40385.0
2018-01-05 06:00:00,42160.0
2018-01-05 07:00:00,44660.0
2018-01-05 08:00:00,46307.0
2018-01-05 09:00:00,46537.0
2018-01-05 10:00:00,46010.0
2018-01-05 11:00:00,45360.0
2018-01-05 12:00:00,44687.0
2018-01-05 13:00:00,44097.0
2018-01-05 14:00:00,43615.0
2018-01-05 15:00:00,43368.0
2018-01-05 16:00:00,43930.0
2018-01-05 17:00:00,45917.0
2018-01-05 18:00:00,48945.0
2018-01-05 19:00:00,49021.0
2018-01-05 20:00:00,48445.0
2018-01-05 21:00:00,47788.0
2018-01-05 22:00:00,46496.0
2018-01-05 23:00:00,44661.0
2018-01-06 00:00:00,42779.0
2018-01-06 01:00:00,41535.0
2018-01-06 02:00:00,40834.0
2018-01-06 03:00:00,40540.0
2018-01-06 04:00:00,40534.0
2018-01-06 05:00:00,40909.0
2018-01-06 06:00:00,41765.0
2018-01-06 07:00:00,43089.0
2018-01-06 08:00:00,44231.0
2018-01-06 09:00:00,44657.0
2018-01-06 10:00:00,44457.0
2018-01-06 11:00:00,43912.0
2018-01-06 12:00:00,43298.0
2018-01-06 13:00:00,42589.0
2018-01-06 14:00:00,42103.0
2018-01-06 15:00:00,41940.0
2018-01-06 16:00:00,42542.0
2018-01-06 17:00:00,44516.0
2018-01-06 18:00:00,47372.0
2018-01-06 19:00:00,47714.0
2018-01-06 20:00:00,47287.0
2018-01-06 21:00:00,46860.0
2018-01-06 22:00:00,45795.0
2018-01-06 23:00:00,44320.0
2018-01-07 00:00:00,42777.0
2018-01-07 01:00:00,41612.0
2018-01-07 02:00:00,40902.0
2018-01-07 03:00:00,40664.0
2018-01-07 04:00:00,40720.0
2018-01-07 05:00:00,41035.0
2018-01-07 06:00:00,41834.0
2018-01-07 07:00:00,42860.0
2018-01-07 08:00:00,43844.0
2018-01-07 09:00:00,44011.0
2018-01-07 10:00:00,43108.0
2018-01-07 11:00:00,42073.0
2018-01-07 12:00:00,41093.0
2018-01-07 13:00:00,40208.0
2018-01-07 14:00:00,39512.0
2018-01-07 15:00:00,39432.0
2018-01-07 16:00:00,40224.0
2018-01-07 17:00:00,42185.0
2018-01-07 18:00:00,45080.0
2018-01-07 19:00:00,45461.0
2018-01-07 20:00:00,45034.0
2018-01-07 21:00:00,44434.0
2018-01-07 22:00:00,42933.0
2018-01-07 23:00:00,40797.0
2018-01-08 00:00:00,38911.0
2018-01-08 01:00:00,37750.0
2018-01-08 02:00:00,36931.0
2018-01-08 03:00:00,36735.0
2018-01-08 04:00:00,36815.0
2018-01-08 05:00:00,37520.0
2018-01-08 06:00:00,39490.0
2018-01-08 07:00:00,42657.0
2018-01-08 08:00:00,44098.0
2018-01-08 09:00:00,43482.0
2018-01-08 10:00:00,42715.0
2018-01-08 11:00:00,41781.0
2018-01-08 12:00:00,41002.0
2018-01-08 13:00:00,40429.0
2018-01-08 14:00:00,40210.0
2018-01-08 15:00:00,40200.0
2018-01-08 16:00:00,40385.0
2018-01-08 17:00:00,41525.0
2018-01-08 18:00:00,43487.0
2018-01-08 19:00:00,43078.0
2018-01-08 20:00:00,42112.0
2018-01-08 21:00:00,40797.0
2018-01-08 22:00:00,38819.0
2018-01-08 23:00:00,36287.0
2018-01-09 00:00:00,34077.0
2018-01-09 01:00:00,32542.0
2018-01-09 02:00:00,31723.0
2018-01-09 03:00:00,31519.0
2018-01-09 04:00:00,31773.0
2018-01-09 05:00:00,32658.0
2018-01-09 06:00:00,34755.0
2018-01-09 07:00:00,37838.0
2018-01-09 08:00:00,39453.0
2018-01-09 09:00:00,39082.0
2018-01-09 10:00:00,37433.0
2018-01-09 11:00:00,36088.0
2018-01-09 12:00:00,35048.0
2018-01-09 13:00:00,34261.0
2018-01-09 14:00:00,33700.0
2018-01-09 15:00:00,33336.0
2018-01-09 16:00:00,33653.0
2018-01-09 17:00:00,35024.0
2018-01-09 18:00:00,37868.0
2018-01-09 19:00:00,38506.0
2018-01-09 20:00:00,38422.0
2018-01-09 21:00:00,37926.0
2018-01-09 22:00:00,36713.0
2018-01-09 23:00:00,34699.0
2018-01-10 00:00:00,32948.0
2018-01-10 01:00:00,31748.0
2018-01-10 02:00:00,31277.0
2018-01-10 03:00:00,31229.0
2018-01-10 04:00:00,31481.0
2018-01-10 05:00:00,32374.0
2018-01-10 06:00:00,34680.0
2018-01-10 07:00:00,38257.0
2018-01-10 08:00:00,39887.0
2018-01-10 09:00:00,39115.0
2018-01-10 10:00:00,37469.0
2018-01-10 11:00:00,36121.0
2018-01-10 12:00:00,35186.0
2018-01-10 13:00:00,34554.0
2018-01-10 14:00:00,34346.0
2018-01-10 15:00:00,34436.0
2018-01-10 16:00:00,34871.0
2018-01-10 17:00:00,36115.0
2018-01-10 18:00:00,38266.0
2018-01-10 19:00:00,38330.0
2018-01-10 20:00:00,37819.0
2018-01-10 21:00:00,36877.0
2018-01-10 22:00:00,35196.0
2018-01-10 23:00:00,32791.0
2018-01-11 00:00:00,30501.0
2018-01-11 01:00:00,29017.0
2018-01-11 02:00:00,28187.0
2018-01-11 03:00:00,27795.0
2018-01-11 04:00:00,27793.0
2018-01-11 05:00:00,28512.0
2018-01-11 06:00:00,30470.0
2018-01-11 07:00:00,33645.0
2018-01-11 08:00:00,35235.0
2018-01-11 09:00:00,34868.0
2018-01-11 10:00:00,34204.0
2018-01-11 11:00:00,33362.0
2018-01-11 12:00:00,32728.0
2018-01-11 13:00:00,31971.0
2018-01-11 14:00:00,31512.0
2018-01-11 15:00:00,31207.0
2018-01-11 16:00:00,31242.0
2018-01-11 17:00:00,32224.0
2018-01-11 18:00:00,34429.0
2018-01-11 19:00:00,34537.0
2018-01-11 20:00:00,34045.0
2018-01-11 21:00:00,33204.0
2018-01-11 22:00:00,31601.0
2018-01-11 23:00:00,29356.0
2018-01-12 00:00:00,27256.0
2018-01-12 01:00:00,25663.0
2018-01-12 02:00:00,24661.0
2018-01-12 03:00:00,24174.0
2018-01-12 04:00:00,24094.0
2018-01-12 05:00:00,24465.0
2018-01-12 06:00:00,26088.0
2018-01-12 07:00:00,29162.0
2018-01-12 08:00:00,31037.0
2018-01-12 09:00:00,31251.0
2018-01-12 10:00:00,31396.0
2018-01-12 11:00:00,31684.0
2018-01-12 12:00:00,31657.0
2018-01-12 13:00:00,31388.0
2018-01-12 14:00:00,31114.0
2018-01-12 15:00:00,30765.0
2018-01-12 16:00:00,30563.0
2018-01-12 17:00:00,31364.0
2018-01-12 18:00:00,32599.0
2018-01-12 19:00:00,32187.0
2018-01-12 20:00:00,31384.0
2018-01-12 21:00:00,30396.0
2018-01-12 22:00:00,29162.0
2018-01-12 23:00:00,27555.0
2018-01-13 00:00:00,25757.0
2018-01-13 01:00:00,24287.0
2018-01-13 02:00:00,23486.0
2018-01-13 03:00:00,23011.0
2018-01-13 04:00:00,22909.0
2018-01-13 05:00:00,23219.0
2018-01-13 06:00:00,24194.0
2018-01-13 07:00:00,25983.0
2018-01-13 08:00:00,28120.0
2018-01-13 09:00:00,30236.0
2018-01-13 10:00:00,31832.0
2018-01-13 11:00:00,32378.0
2018-01-13 12:00:00,32213.0
2018-01-13 13:00:00,31797.0
2018-01-13 14:00:00,31539.0
2018-01-13 15:00:00,31612.0
2018-01-13 16:00:00,32436.0
2018-01-13 17:00:00,34347.0
2018-01-13 18:00:00,36839.0
2018-01-13 19:00:00,37773.0
2018-01-13 20:00:00,37651.0
2018-01-13 21:00:00,37814.0
2018-01-13 22:00:00,37173.0
2018-01-13 23:00:00,36178.0
2018-01-14 00:00:00,34999.0
2018-01-14 01:00:00,34052.0
2018-01-14 02:00:00,33677.0
2018-01-14 03:00:00,33514.0
2018-01-14 04:00:00,33779.0
2018-01-14 05:00:00,34261.0
2018-01-14 06:00:00,35154.0
2018-01-14 07:00:00,36506.0
2018-01-14 08:00:00,37509.0
2018-01-14 09:00:00,38157.0
2018-01-14 10:00:00,37769.0
2018-01-14 11:00:00,37041.0
2018-01-14 12:00:00,36218.0
2018-01-14 13:00:00,35524.0
2018-01-14 14:00:00,34919.0
2018-01-14 15:00:00,34772.0
2018-01-14 16:00:00,35327.0
2018-01-14 17:00:00,37183.0
2018-01-14 18:00:00,40314.0
2018-01-14 19:00:00,41045.0
2018-01-14 20:00:00,40864.0
2018-01-14 21:00:00,40534.0
2018-01-14 22:00:00,39634.0
2018-01-14 23:00:00,38126.0
2018-01-15 00:00:00,36672.0
2018-01-15 01:00:00,35725.0
2018-01-15 02:00:00,35288.0
2018-01-15 03:00:00,35242.0
2018-01-15 04:00:00,35464.0
2018-01-15 05:00:00,36286.0
2018-01-15 06:00:00,38086.0
2018-01-15 07:00:00,40321.0
2018-01-15 08:00:00,41806.0
2018-01-15 09:00:00,42175.0
2018-01-15 10:00:00,42039.0
2018-01-15 11:00:00,41519.0
2018-01-15 12:00:00,40997.0
2018-01-15 13:00:00,40388.0
2018-01-15 14:00:00,39833.0
2018-01-15 15:00:00,39223.0
2018-01-15 16:00:00,39197.0
2018-01-15 17:00:00,40239.0
2018-01-15 18:00:00,42219.0
2018-01-15 19:00:00,42249.0
2018-01-15 20:00:00,41567.0
2018-01-15 21:00:00,40555.0
2018-01-15 22:00:00,38773.0
2018-01-15 23:00:00,36323.0
2018-01-16 00:00:00,34227.0
2018-01-16 01:00:00,32737.0
2018-01-16 02:00:00,32110.0
2018-01-16 03:00:00,31779.0
2018-01-16 04:00:00,31885.0
2018-01-16 05:00:00,32736.0
2018-01-16 06:00:00,34782.0
2018-01-16 07:00:00,38028.0
2018-01-16 08:00:00,39711.0
2018-01-16 09:00:00,39529.0
2018-01-16 10:00:00,38906.0
2018-01-16 11:00:00,37992.0
2018-01-16 12:00:00,37006.0
2018-01-16 13:00:00,36087.0
2018-01-16 14:00:00,35621.0
2018-01-16 15:00:00,35476.0
2018-01-16 16:00:00,35734.0
2018-01-16 17:00:00,36946.0
2018-01-16 18:00:00,39275.0
2018-01-16 19:00:00,39543.0
2018-01-16 20:00:00,39073.0
2018-01-16 21:00:00,38197.0
2018-01-16 22:00:00,36476.0
2018-01-16 23:00:00,34184.0
2018-01-17 00:00:00,32107.0
2018-01-17 01:00:00,30673.0
2018-01-17 02:00:00,30038.0
2018-01-17 03:00:00,29809.0
2018-01-17 04:00:00,29997.0
2018-01-17 05:00:00,31001.0
2018-01-17 06:00:00,33156.0
2018-01-17 07:00:00,36292.0
2018-01-17 08:00:00,38367.0
2018-01-17 09:00:00,39041.0
2018-01-17 10:00:00,39466.0
2018-01-17 11:00:00,39774.0
2018-01-17 12:00:00,39834.0
2018-01-17 13:00:00,39630.0
2018-01-17 14:00:00,39457.0
2018-01-17 15:00:00,39297.0
2018-01-17 16:00:00,39514.0
2018-01-17 17:00:00,40527.0
2018-01-17 18:00:00,42926.0
2018-01-17 19:00:00,43373.0
2018-01-17 20:00:00,43004.0
2018-01-17 21:00:00,42200.0
2018-01-17 22:00:00,40717.0
2018-01-17 23:00:00,38629.0
2018-01-18 00:00:00,36813.0
2018-01-18 01:00:00,35767.0
2018-01-18 02:00:00,35391.0
2018-01-18 03:00:00,35352.0
2018-01-18 04:00:00,35752.0
2018-01-18 05:00:00,36565.0
2018-01-18 06:00:00,38726.0
2018-01-18 07:00:00,42087.0
2018-01-18 08:00:00,43679.0
2018-01-18 09:00:00,42726.0
2018-01-18 10:00:00,41061.0
2018-01-18 11:00:00,39603.0
